Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Age
1531121,"October 20, 2019",Illinois,Chicago,6600 block of S Bishop St,1,0,,Adult
1526761,"October 14, 2019",Louisiana,Ethel,6430 LA 19,1,0,,Adult
1526131,"October 13, 2019",Tennessee,Nashville,3400 Alameda St,1,0,,Adult
1526320,"October 12, 2019",Oregon,Scappoose,Scappoose Vernonia Hwy,1,0,,Adult
1523848,"October 10, 2019",Tennessee,Ridgetop,2023 Lake Rd,1,0,,Adult
1522917,"October 8, 2019",Maine,Eustis,,1,0,,Adult
1523339,"October 8, 2019",Montana,Ronan,Parizeau Ln,1,0,,Adult
1520520,"October 6, 2019",California,Fresno,3300 block of E Normal Ave,1,0,,Adult
1518529,"October 3, 2019",Georgia,Atlanta,2900 block of River Ridge Dr,1,0,,Adult
1517767,"October 2, 2019",Georgia,Decatur,2500 block of Columbia Dr,1,0,,Adult
1517546,"October 2, 2019",Florida,Gulf Breeze,1000 Block of Coronado Ct,1,0,,Adult
1517049,"October 1, 2019",New York,Corona (Queens),106-06 160th St,1,0,,Adult
1515339,"September 29, 2019",Rhode Island,Providence,15 Detroit Ave,1,1,,Adult
1516320,"September 28, 2019",Pennsylvania,Waynesburg,Garards Fort Rd,1,0,,Adult
1514922,"September 27, 2019",Ohio,Columbus,S Harris Ave,1,0,,Adult
1514363,"September 26, 2019",North Carolina,Winston Salem (Winston-salem),2022 Bloomfield Dr,1,0,,Adult
1511135,"September 22, 2019",Illinois,Decatur,1400 block of E Johns Ave,1,0,,Adult
1509915,"September 21, 2019",New York,Newburgh,Liberty Street and Clinton Street,1,1,,Adult
1509367,"September 20, 2019",Louisiana,Baton Rouge,9643 Balboa Dr,1,0,,Adult
1508756,"September 19, 2019",Wisconsin,Milwaukee,N 5th St and W Center St,1,0,,Adult
1506553,"September 17, 2019",Wisconsin,Reeseville,Mud Lake Rd,1,0,,Adult
1503927,"September 14, 2019",Kentucky,Louisville,2400 block of Elliot Ave,1,0,,Adult
1501152,"September 10, 2019",Pennsylvania,Philadelphia,2500 block of N 9th St,1,1,,Adult
1500260,"September 9, 2019",Massachusetts,Auburn,15 St Mark St,1,0,,Adult
1499671,"September 8, 2019",Michigan,Grand Rapids,1000 block of Clancy Ave NE,1,0,,Adult
1501194,"September 6, 2019",Washington,Selah,500 block of Selah Ave,1,0,,Adult
1496835,"September 4, 2019",Connecticut,Danbury,17 Silversmith Dr,1,0,,Adult
1497036,"September 4, 2019",Tennessee,Memphis,2745 Airways Blvd,1,1,,Adult
1494737,"September 2, 2019",California,Oakland,2100 block of East 22nd St,1,0,,Adult
1494294,"September 1, 2019",Louisiana,Shreveport,326 E Stoner Ave,1,0,,Adult
1494530,"September 1, 2019",Mississippi,Carriere,11101 Preacher Powell Rd,1,0,,Adult
1498326,"August 31, 2019",Illinois,Galesburg,Bateman St,1,0,,Adult
1491718,"August 29, 2019",Michigan,Detroit,1781 S Fort St,1,1,,Adult
1490546,"August 28, 2019",Virginia,Petersburg,100 block of Lieutenants Run Dr,1,0,,Adult
1490936,"August 27, 2019",Louisiana,Marrero,6100 block of Adam Dr,1,0,,Adult
1488879,"August 26, 2019",Pennsylvania,Gordon,604 Hobart St,1,0,,Adult
1488733,"August 26, 2019",Texas,Fort Worth,5128 Bonnell Ave,1,0,,Adult
1488638,"August 26, 2019",Pennsylvania,Gordon,604 Hobart St,1,0,,Adult
1490607,"August 25, 2019",Alabama,Huntsville,Rime Village Dr,1,0,,Adult
1486759,"August 23, 2019",Idaho,Boise,900 block of Belmont St,1,0,,Adult
1485322,"August 21, 2019",Illinois,Dolton,14900 block of Oak St,1,0,,Adult
1483844,"August 19, 2019",Minnesota,Saint Paul,1000 block of Sims Ave,1,0,,Adult
1482238,"August 18, 2019",Florida,Miami (Cutler Bay),19820 Dothan Rd,1,0,,Adult
1481936,"August 17, 2019",California,Poway,13409 Midland Rd,1,0,,Adult
1482423,"August 17, 2019",Ohio,Cincinnati,900 block of Dana Ave,1,0,,Adult
1481968,"August 16, 2019",Texas,Fort Worth,4245 Wilbarger St,1,0,,Adult
1481097,"August 14, 2019",Arizona,Phoenix,39th Avenue and Van Buren Street,1,0,,Adult
1480024,"August 14, 2019",Utah,Saint George (St George),252 N 2700 East,1,0,,Adult
1485063,"August 12, 2019",Nevada,Las Vegas,5000 block of Duneville St,1,0,,Adult
1477032,"August 11, 2019",Michigan,Lansing,Leslie St and Walsh St,1,0,,Adult
1476537,"August 11, 2019",Ohio,Cincinnati,2100 block of Queen City Ave,1,1,,Adult
1475708,"August 10, 2019",Ohio,Fairfield,5800 block of Sigmon Way,1,0,,Adult
1473306,"August 6, 2019",New York,Bronx,Sheridan Ave,1,0,,Adult
1470479,"August 5, 2019",Alabama,Tuscaloosa,301 Helen Keller Blvd,1,2,,Adult
1469267,"August 4, 2019",Louisiana,Monroe,800 S 7th St,1,0,,Adult
1465473,"August 1, 2019",Texas,Arlington,Cantor Dr and N Collins St,1,0,,Adult
1466528,"August 1, 2019",Arkansas,Little Rock,8900 block of Merrivale Dr,1,0,,Adult
1459239,"July 26, 2019",Illinois,Aurora,400 block of E Benton St,1,0,,Adult
1457258,"July 24, 2019",Texas,San Antonio,10362 Sahara Dr,1,0,,Adult
1456902,"July 24, 2019",Texas,San Antonio,1600 block of Romero St,1,0,,Adult
1455368,"July 22, 2019",Georgia,Athens,110 Carriage Ct,1,0,,Adult
1453856,"July 21, 2019",Virginia,Petersburg,100 block of Culpepper Ave,1,1,,Adult
1453343,"July 21, 2019",Maryland,Woodbine,14000 block of Carriage Mill Rd,1,0,,Adult
1455113,"July 21, 2019",Mississippi,Woodland,Co Rd 83,1,0,,Adult
1453388,"July 20, 2019",Texas,Houston,Walnut Brook Ct,1,0,,Adult
1455031,"July 19, 2019",Oklahoma,Oklahoma City,9700 Skylark Rd,1,0,,Adult
1450581,"July 17, 2019",Illinois,Shelbina,200 block of W Beech St,1,0,,Adult
1449886,"July 17, 2019",Texas,Channelview,16300 block of Pecan St,2,0,,Adult
1447821,"July 14, 2019",Colorado,Aurora,Newark St and E 13th Ave,1,0,,Adult
1447491,"July 14, 2019",Arizona,Chandler,Chandler Blvd and Price Rd,1,0,,Adult
1446499,"July 11, 2019",Michigan,Ypsilanti,600 block of Desoto Ave,1,0,,Adult
1441469,"July 7, 2019",Indiana,East Chicago,5000 block of Northcote Ave,1,1,,Adult
1442733,"July 6, 2019",Montana,Helena,98 W Custer Ave,1,0,,Adult
1440596,"July 6, 2019",Utah,Payson,FR 021,2,0,,Adult
1444493,"July 6, 2019",Indiana,Kendallville,1900 block of Aspen Cove,1,0,,Adult
1437834,"June 30, 2019",Arizona,Paulden,Forest Service 573 Rd and AZ 89,1,0,,Adult
1436602,"June 28, 2019",West Virginia,Junior,Island Rd,1,0,,Adult
1437559,"June 28, 2019",Mississippi,Ellisville,,1,0,,Adult
1426296,"June 19, 2019",Oregon,Portland,NE Sandy Blvd and Prescott St,1,0,,Adult
1423526,"June 16, 2019",Alabama,Birmingham,2800 block of Thyer Cir,1,2,,Adult
1424925,"June 16, 2019",Texas,San Angelo,2400 block of Junius St,1,0,,Adult
1418384,"June 8, 2019",North Carolina,Kannapolis,2461 Wonder Dr,1,0,,Adult
1418578,"June 7, 2019",Wisconsin,Wausau,328 N Second Ave,1,0,,Adult
1413663,"June 2, 2019",Oklahoma,Byars,110th St and Sandy Ave,1,0,,Adult
1413510,"June 2, 2019",Tennessee,Greeneville,E Stagecoach Rd,1,0,,Adult
1412302,"June 1, 2019",Maryland,Ellicott City,4261 Montgomery Rd,1,0,,Adult
1407338,"May 27, 2019",Florida,Tallahassee,1325 W Tharpe St,1,0,,Adult
1406974,"May 27, 2019",Georgia,Savannah,7202 White Bluff Rd,1,0,,Adult
1455974,"May 26, 2019",Alabama,Talladega,500 Sloan Ave W,1,0,,Adult
1410272,"May 26, 2019",Florida,Valrico,1035 Grand Canyon Dr,1,0,,Adult
1412206,"May 26, 2019",Washington,Toppenish,800 block of Washington Ave,1,0,,Adult
1399436,"May 19, 2019",South Carolina,Greenville,5 Young St,1,0,,Adult
1395723,"May 15, 2019",Ohio,Toledo,1100 block of Westgate Rd,1,0,,Adult
1400050,"May 13, 2019",Illinois,Chicago,3100 block of S Pulaski Rd,1,0,,Adult
1393281,"May 12, 2019",California,Fresno,1800 block of E Jensen Ave,1,0,,Adult
1394434,"May 11, 2019",Texas,Victoria,700 block of Salem Rd,1,0,,Adult
1392677,"May 11, 2019",Idaho,Idaho Falls,US-20,1,0,,Adult
1390919,"May 9, 2019",Arizona,Phoenix,Northern Ave and 12th St,1,0,,Adult
1390793,"May 8, 2019",Florida,Riverview,8900 block of Riverlachen Way,1,0,,Adult
1387642,"May 5, 2019",Wisconsin,Milwaukee,3100 block of N 47th St,1,0,,Adult
1388834,"May 3, 2019",Georgia,Covington,Kristen Pl,1,0,,Adult
1384330,"April 29, 2019",Arizona,Yuma,4760 S US Hwy 95,1,0,,Adult
1381613,"April 27, 2019",Massachusetts,Great Barrington,Monument Valley Rd,1,0,,Adult
1377378,"April 20, 2019",Mississippi,Natchez,201-A Morgantown Rd,1,0,,Adult
1376919,"April 19, 2019",Michigan,Stevensville,,1,0,,Adult
1378446,"April 19, 2019",Florida,Fort Lauderdale (Lauderhill),,1,0,,Adult
1372960,"April 15, 2019",Tennessee,Etowah,Co Rd 609,1,0,,Adult
1371035,"April 14, 2019",New York,Syracuse,325 Village Dr,1,0,,Adult
1370591,"April 13, 2019",North Carolina,Rocky Mount,7200 block of Summerlea Place,1,0,,Adult
1370974,"April 13, 2019",Kentucky,Lawrenceburg,1020 Country Estates,1,0,,Adult
1371988,"April 13, 2019",Texas,Colorado City,300 block of W 6th St,1,0,,Adult
1370281,"April 13, 2019",Alabama,Montgomery,4000 block of Amesbury Dr,1,0,,Adult
1370287,"April 12, 2019",Texas,Fort Worth,2200 Warfield Ave,1,0,,Adult
1368140,"April 10, 2019",Oklahoma,Tulsa,US-75 and N Peoria Ave,1,0,,Adult
1365495,"April 7, 2019",Maryland,Fort Washington,13000 block of Buchanan Dr,1,0,,Adult
1364591,"April 5, 2019",Alabama,Birmingham,9637 Westfield Rd,1,0,,Adult
1363434,"April 4, 2019",Mississippi,Tunica,Nellie Johnson Dr,1,0,,Adult
1362942,"April 3, 2019",Virginia,Richmond (North Chesterfield),200 block of Reams Ct,1,0,,Adult
1364291,"April 3, 2019",Indiana,Gary,4100 block of Broadway,1,0,,Adult
1362434,"April 2, 2019",New Mexico,Albuquerque,Celestial Ave NW,1,0,,Adult
1360750,"March 31, 2019",Texas,Belton,201 Rabern Ct,1,0,,Adult
1359562,"March 30, 2019",Georgia,Norcross,Wynhall Dr,1,0,,Adult
1354947,"March 25, 2019",New York,Buffalo,Hoyt St,1,0,,Adult
1383237,"March 24, 2019",Utah,Salt Lake City,,1,0,,Adult
1353439,"March 22, 2019",Arizona,Phoenix,4700 block of West Mitchell Dr,1,0,,Adult
1352207,"March 20, 2019",Ohio,Mansfield,1600 block of Frontier Trail,1,0,,Adult
1356292,"March 20, 2019",Mississippi,Picayune,601 Richard St,1,0,,Adult
1351519,"March 19, 2019",Texas,Tomball (The Woodlands),1600 block of Sawdust Rd,1,0,,Adult
1348026,"March 15, 2019",Tennessee,Nashville,17th Ave N and Hayes St,1,0,,Adult
1345043,"March 11, 2019",Virginia,Evington,152 Benchmark Dr,1,0,,Adult
1343682,"March 9, 2019",Michigan,Detroit,19000 block of Biltmore St,1,0,,Adult
1343015,"March 9, 2019",Louisiana,New Orleans,6500 block of Dwyer Rd,1,0,,Adult
1343223,"March 9, 2019",New Jersey,Barnegat,91 Gunning River Rd,1,0,,Adult
1341626,"March 7, 2019",West Virginia,Huntington,6200 block of Wentz Hollow Rd,1,0,,Adult
1340335,"March 5, 2019",Texas,Midland,3306 Eagle Cove,1,0,,Adult
1340440,"March 4, 2019",Missouri,Saint Louis,8300 block of Flora Ave,1,0,,Adult
1334155,"February 24, 2019",Ohio,Niles,5836 US-422,1,0,,Adult
1331403,"February 20, 2019",South Carolina,Spartanburg,,1,0,,Adult
1331529,"February 19, 2019",Oregon,Unity,,1,0,,Adult
1323311,"February 9, 2019",Texas,Houston,5707 W Airport Blvd,1,0,,Adult
1323453,"February 9, 2019",Alabama,Troy,Co Rd 7741 and Needmore Rd,1,0,,Adult
1322043,"February 7, 2019",South Carolina,Greer,Bent Creek Dr,1,0,,Adult
1321354,"February 5, 2019",Georgia,Waleska,Moores Mill Ln,1,0,,Adult
1314249,"January 27, 2019",Iowa,Lincoln,160th Ave and Co Hwy B53,1,0,,Adult
1309738,"January 24, 2019",Missouri,Saint Louis,700 block of Dover Pl,1,0,,Adult
1309745,"January 22, 2019",Ohio,Alliance,,1,0,,Adult
1306428,"January 20, 2019",Michigan,Roscommon (county),,1,0,,Adult
1306395,"January 19, 2019",Florida,Jacksonville,6000 block of Toyota Dr,1,0,,Adult
1304982,"January 18, 2019",Alabama,Bay Minette,Anderson Blvd,1,0,,Adult
1304673,"January 17, 2019",South Carolina,Chesnee,Bill Lattimore Rd,1,0,,Adult
1305283,"January 17, 2019",Illinois,Romeoville,Weber Rd and Airport Rd,1,0,,Adult
1303798,"January 16, 2019",Mississippi,Florence,600 block of White Rd,1,0,,Adult
1314478,"January 16, 2019",Pennsylvania,Levittown,Indigo Rd,1,0,,Adult
1305254,"January 16, 2019",North Carolina,Granite Falls,112 Falls Ave,1,0,,Adult
1300600,"January 14, 2019",Florida,Altamonte Springs,Lake Mobile Dr,1,0,,Adult
1299432,"January 12, 2019",Oregon,Bend,825 NE Watt Way,1,0,,Adult
1296573,"January 8, 2019",Virginia,Bedford,Wycliffe St,1,0,,Adult
1295963,"January 7, 2019",Alabama,Toney,500 block of  Carter Grove Rd,1,0,,Adult
1295161,"January 6, 2019",Alabama,Dadeville,200 block of Centerpoint Rd,1,0,,Adult
1291882,"January 3, 2019",Kentucky,Henderson,2200 block of Holloway Lane,1,0,,Adult
1289551,"January 1, 2019",District of Columbia,Washington,8th St SE and I St SE,1,0,,Adult
1289802,"January 1, 2019",Indiana,Gary,700 block of Kentucky St,1,0,,Adult
1288497,"December 30, 2018",Texas,Dallas,1207 E Red Bird Ln,1,0,,Adult
1299646,"December 30, 2018",California,Nipomo,800 block of Tannis Place,1,0,,Adult
1284928,"December 25, 2018",West Virginia,Montana Mines,Lofty Ln,1,0,,Adult
1282886,"December 22, 2018",Texas,San Antonio,4615 Gardendale,1,0,,Adult
1282603,"December 22, 2018",South Carolina,Gresham,SC 908,1,0,,Adult
1294928,"December 22, 2018",Colorado,Rocky Ford,,1,0,,Adult
1287865,"December 21, 2018",Missouri,Newtown,20570 MO-139,1,0,,Adult
1281105,"December 20, 2018",Tennessee,Memphis,4300 block of Eastwind St,1,0,,Adult
1281382,"December 19, 2018",Missouri,Columbia,1000 block of Claudell Ln,1,0,,Adult
1280326,"December 18, 2018",Pennsylvania,Lehighton,350 Interchange Rd,1,0,,Adult
1283283,"December 16, 2018",North Carolina,Carthage (Whispering Pines),1900 block of Airport Rd,1,0,,Adult
1280781,"December 15, 2018",Oklahoma,Bartlesville,1700 block of Country Rd,1,0,,Adult
1277231,"December 14, 2018",Mississippi,Waynesboro,Mississippi Dr and Robinson St,1,0,,Adult
1277643,"December 14, 2018",California,Bakersfield,4200 block of Kenny St,1,0,,Adult
1277695,"December 14, 2018",Louisiana,Alexandria,3900 block of Baker St,1,0,,Adult
1275012,"December 11, 2018",Illinois,Round Lake,600 block of W Nippersink Rd,1,0,,Adult
1274111,"December 10, 2018",Louisiana,Lafayette,500 Fisher Rd,1,0,,Adult
1273730,"December 10, 2018",Tennessee,Nashville,449 Cedarcliff Rd,1,1,,Adult
1273720,"December 9, 2018",Iowa,Pella,1519 Hwy G 28,1,0,,Adult
1274244,"December 9, 2018",New York,Waverly,Miller Hollow Rd,1,0,,Adult
1273747,"December 9, 2018",Iowa,Otley,,1,0,,Adult
1275310,"December 9, 2018",Iowa,Urbandale,4022 70th St,1,0,,Adult
1275429,"December 8, 2018",Illinois,Danville,800 block of Warrington Ave,1,0,,Adult
1271590,"December 6, 2018",Florida,Hilliard,17053 Oak Hill Rd,1,0,,Adult
1269978,"December 5, 2018",Virginia,Ivor,Sadler Rd,1,0,,Adult
1269471,"December 3, 2018",Illinois,East Saint Louis,1100 block of N 13th St,1,0,,Adult
1333192,"December 3, 2018",Louisiana,Leesville,12117 Lake Charles Hwy,1,0,,Adult
1274252,"December 2, 2018",Minnesota,Saint Paul,1200 block of Marshall Avenue,1,0,,Adult
1267974,"December 1, 2018",Colorado,Colorado Springs,3600 block of Saguaro Cir,1,0,,Adult
1266905,"November 30, 2018",Arkansas,Little Rock,2119 Fair Park Blvd,1,0,,Adult
1263209,"November 25, 2018",Ohio,Ashtabula,OH 45 and N Bend Rd,1,0,,Adult
1262836,"November 24, 2018",South Carolina,Anderson,1101 Williamston Rd,1,0,,Adult
1262235,"November 24, 2018",Alabama,Tuscaloosa,900 block of Parkview Dr,1,0,,Adult
1260484,"November 21, 2018",Montana,Billings,2100 block of Canyon Dr,1,1,,Adult
1261090,"November 20, 2018",North Carolina,Mount Olive,348 Slapout Rd,1,0,,Adult
1258777,"November 19, 2018",Colorado,Denver,1200 21st Street,1,4,,Adult
1256752,"November 15, 2018",Michigan,Alden,W Elder Rd and SE Torch Lake Dr,1,0,,Adult
1256731,"November 15, 2018",New York,Corinth,7 Raymond St,1,0,,Adult
1253548,"November 11, 2018",Arkansas,Oark,,1,0,,Adult
1308385,"November 11, 2018",Missouri,Atlanta,,1,0,,Adult
1253111,"November 11, 2018",Idaho,Lapwai,Soldiers Meadow Rd,1,0,,Adult
1252415,"November 10, 2018",Nevada,Las Vegas,2700 block of W Wigwam Ave,1,1,,Adult
1253765,"November 10, 2018",Missouri,Walnut Grove,N Farm Rd 81,1,0,,Adult
1253410,"November 10, 2018",Louisiana,Slidell,,1,0,,Adult
1252355,"November 10, 2018",Missouri,Lewistown,19920 State Hwy Y,1,0,,Adult
1253708,"November 10, 2018",Minnesota,Becker (county),,1,0,,Adult
1253016,"November 10, 2018",Nebraska,Valley,,1,0,,Adult
1252919,"November 9, 2018",Tennessee,Cookeville,,1,0,,Adult
1252211,"November 9, 2018",New York,Byron,6409 Byron Holley Rd,1,0,,Adult
1248553,"November 5, 2018",Colorado,Granby,Co Rd 41,1,0,,Adult
1255784,"November 4, 2018",Washington,Spokane,7800 block of N Morton Ave,1,0,,Adult
1247630,"November 4, 2018",Florida,Oak Hill,232 N Brooks Cir,1,0,,Adult
1255624,"November 2, 2018",Montana,Madison (county),,1,0,,Adult
1245218,"November 1, 2018",Colorado,Colorado Springs,100 block of N Cascade Ave,1,0,,Adult
1245110,"October 31, 2018",Wisconsin,Milwaukee,100th St and Fiebrantz Ave,1,0,,Adult
1245028,"October 30, 2018",New York,Keene,Lacey Rd,1,0,,Adult
1243719,"October 29, 2018",Alabama,Fairfield,6500 block of Forest Dr,1,0,,Adult
1240934,"October 25, 2018",West Virginia,Princeton,1 Stafford Dr,1,0,,Adult
1240563,"October 22, 2018",Georgia,Lithonia,3001 Panola Rd,1,2,,Adult
1238289,"October 21, 2018",Montana,Helena,1700 Cedar St,1,0,,Adult
1236881,"October 18, 2018",Washington,Ellensburg,2600 block of Ellington St,2,0,,Adult
1235182,"October 17, 2018",Texas,San Antonio,200 block of Roberts St,1,1,,Adult
1235301,"October 17, 2018",Wisconsin,Sussex,Northview Ct,1,0,,Adult
1236272,"October 14, 2018",New Jersey,Camden,2500 block of Baird Blvd,1,0,,Adult
1228741,"October 8, 2018",Ohio,Columbus,5000 block of Labelle Dr,1,0,,Adult
1227604,"October 7, 2018",Texas,Waelder,9797 TX-97,1,0,,Adult
1236855,"October 7, 2018",New York,Gansevoort,776 Saratoga Rd,1,0,,Adult
1227401,"October 7, 2018",Ohio,Dublin,2500 block of Brendel Dr,1,0,,Adult
1227383,"October 6, 2018",Nebraska,Bellevue,1719 Scarborough Dr,1,0,,Adult
1225259,"October 3, 2018",North Dakota,Bottineau,9600 block 12th Ave NE,1,0,,Adult
1223968,"October 2, 2018",Virginia,Hampton,18 E Mellen St,1,0,,Adult
1225927,"October 1, 2018",Tennessee,Memphis,3000 block of Willow Oak Rd,1,0,,Adult
1221616,"September 30, 2018",North Carolina,Winston Salem (Winston-salem),2911 Edwards Street,1,0,,Adult
1222119,"September 30, 2018",Idaho,Caldwell,100 block of W Oak St,1,0,,Adult
1220731,"September 29, 2018",Georgia,Bonaire,Franklin Sq,1,0,,Adult
1222694,"September 29, 2018",Alaska,Palmer,855 W Fern Ave,1,0,,Adult
1220909,"September 28, 2018",Florida,Taft,1000 block of 4th St,1,0,,Adult
1563937,"September 26, 2018",Wisconsin,Iron (county),,1,0,,Adult
1218370,"September 24, 2018",Hawaii,Pahoa,Weston Way,1,0,,Adult
1216411,"September 22, 2018",Kansas,Manhattan,1420 Vista Lane,1,0,,Adult
1215754,"September 22, 2018",Colorado,Grand Junction,1100 block of Main St,1,0,,Adult
1216441,"September 22, 2018",Michigan,Linden,16000 block of Seymour Rd,1,0,,Adult
1213277,"September 18, 2018",Ohio,Bellevue,200 block of Kilbourne St,1,0,,Adult
1213889,"September 16, 2018",Arkansas,Bono,Co Rd 361,1,0,,Adult
1212740,"September 15, 2018",California,San Francisco,1100 block of Polk St,1,0,,Adult
1216244,"September 15, 2018",Texas,San Antonio,,1,0,,Adult
1209724,"September 13, 2018",South Carolina,Anderson,700 block of Sterling Dr,1,0,,Adult
1207572,"September 10, 2018",Arizona,Tempe,S Rural Rd and E Divot Dr,1,0,,Adult
1207208,"September 8, 2018",Minnesota,Ashby,MN-78,1,0,,Adult
1207136,"September 8, 2018",Mississippi,Stringer,2300 Block of County Rd,1,0,,Adult
1205158,"September 6, 2018",Texas,Dallas,1210 S Lamar St,1,0,,Adult
1203513,"September 3, 2018",South Dakota,Sioux Falls,N Galaxy Ln and Cushman St,1,0,,Adult
1202474,"September 2, 2018",Illinois,Chicago,7600 block of N Clark St,1,0,,Adult
1195730,"August 25, 2018",Texas,Houston,5800 block of Birchmont Dr,1,0,,Adult
1209772,"August 25, 2018",Texas,Karnack,Mossy Brake Rd,1,0,,Adult
1195513,"August 24, 2018",Tennessee,Nashville,1100 block of Horton Ave,1,0,,Adult
1195590,"August 24, 2018",West Virginia,Alderson,Mount Vernon Rd,1,0,,Adult
1194265,"August 23, 2018",Georgia,Decatur,I-285 and Flat Shoals Rd,1,0,,Adult
1193566,"August 22, 2018",New Hampshire,Manchester,22 Bridge St,1,0,,Adult
1194769,"August 21, 2018",Tennessee,Clarksville,Eastern Hills Dr,1,0,,Adult
1192577,"August 21, 2018",Missouri,Saint Louis,3500 block of Scott Ave,1,1,,Adult
1191022,"August 19, 2018",Texas,Pflugerville,1908 W Pecan St,1,0,,Adult
1189284,"August 16, 2018",Virginia,Richmond,5600 block of Handel Ct,1,0,,Adult
1188327,"August 15, 2018",Ohio,Columbus,1200 block of Berkeley Rd,1,0,,Adult
1187868,"August 14, 2018",Michigan,Pontiac,40 block of Sallee Ln,1,0,,Adult
1186782,"August 11, 2018",Kentucky,Corbin,Peggy Lane,1,0,,Adult
1184435,"August 10, 2018",Michigan,Detroit,11000 block of Hubbell Avenue,1,0,,Adult
1181667,"August 5, 2018",Texas,Weatherford,100 block of Dill Rd,1,0,,Adult
1181773,"August 3, 2018",Alabama,Arley,Co Rd 41 and Co Rd 3812,1,0,,Adult
1178878,"August 2, 2018",North Carolina,Winston Salem (Winston-salem),605 W 23rd St,1,0,,Adult
1178113,"August 1, 2018",Georgia,Griffin,800 block of Sunnybrook Dr,1,0,,Adult
1176206,"July 28, 2018",Georgia,Savannah,600 block of Plantation Dr,1,0,,Adult
1174973,"July 20, 2018",Oregon,Klamath (county),,1,0,,Adult
1164709,"July 14, 2018",Michigan,Muskegon (Muskegon Heights),Wood St,1,0,,Adult
1162227,"July 12, 2018",Georgia,Warner Robins,100 block of Windsor Dr,1,0,,Adult
1159873,"July 8, 2018",Georgia,Columbus,6029 Flat Rock Rd,1,0,,Adult
1157487,"July 5, 2018",Washington,Kent (Covington),17400 block of SE Wax Rd,1,0,,Adult
1157096,"July 5, 2018",New Mexico,Clovis,,1,0,,Adult
1156728,"July 4, 2018",Tennessee,Woodbury,3175 Pleasant Ridge Road,1,0,,Adult
1155235,"July 2, 2018",Tennessee,Chattanooga,7710 E Brainerd Rd,1,0,,Adult
1153073,"June 30, 2018",Kansas,Wichita,2200 block of S Main St,1,0,,Adult
1153178,"June 29, 2018",Texas,Beaumont,,1,0,,Adult
1152717,"June 27, 2018",Georgia,Lagrange,Lexington Park Dr,1,0,,Adult
1151896,"June 27, 2018",Georgia,Savannah,600 block of Plantation Dr,1,0,,Adult
1148251,"June 23, 2018",New York,Bronx,1560 Watson Ave,1,0,,Adult
1148210,"June 23, 2018",North Carolina,Haw River,2700 block of Culberson Lane,1,0,,Adult
1146715,"June 20, 2018",Alabama,Lafayette,Chambers County 176,1,0,,Adult
1141547,"June 13, 2018",South Dakota,Keystone,400 block of 1st St,1,0,,Adult
1142006,"June 13, 2018",Arkansas,Flippin,27 MC 7088,1,0,,Adult
1136026,"June 7, 2018",Texas,Beaumont,5600 block of Concord Rd,1,0,,Adult
1132211,"June 3, 2018",Washington,Bellevue,625 116th Ave NE,1,0,,Adult
1130308,"May 31, 2018",Washington,Federal Way,29600 block of Fourth Ave S,1,0,,Adult
1128164,"May 27, 2018",Florida,Fort Lauderdale (Dania Beach),339 SW 14th St,1,0,,Adult
1125982,"May 25, 2018",Louisiana,Baton Rouge,3500 block of of Victoria Dr,1,0,,Adult
1127197,"May 25, 2018",Pennsylvania,Erie,400 block of W 8th St,1,0,,Adult
1125530,"May 25, 2018",Texas,Magnolia (Stagecoach),16100 block of Singletree Ln,1,0,,Adult
1128465,"May 22, 2018",Nebraska,Burwell,46164 Halfway Rd,1,0,,Adult
1128552,"May 22, 2018",Nebraska,Taylor,,1,0,,Adult
1121249,"May 19, 2018",Alabama,Dothan,2100 block of Baker Trace,1,0,,Adult
1150480,"May 19, 2018",Pennsylvania,Lock Haven,10 block of N Henderson St,1,0,,Adult
1116879,"May 16, 2018",Florida,Ocala,807 SE 33rd Ave,1,0,,Adult
1114713,"May 13, 2018",New Hampshire,Keene,132 Washington St,1,0,,Adult
1115301,"May 13, 2018",California,Santa Cruz,515 Beach St,1,0,,Adult
1115145,"May 13, 2018",Tennessee,Memphis,,1,0,,Adult
1114709,"May 13, 2018",Arizona,Mesa,540 S Country Club Rd,1,0,,Adult
1113735,"May 12, 2018",Kansas,Wichita,1900 block of W McCormick St,1,0,,Adult
1112133,"May 9, 2018",Texas,Houston,3230 W Little York Rd,1,1,,Adult
1111351,"May 9, 2018",West Virginia,Huntington,800 block of 11th Ave,1,0,,Adult
1114872,"May 9, 2018",Idaho,Shoshone,210 N Rail St W,1,0,,Adult
1111756,"May 8, 2018",California,Pacoima (Arleta),San Fernando Road,1,0,,Adult
1110883,"May 7, 2018",Michigan,Six Lakes,10020 Musson Rd,1,0,,Adult
1111388,"May 6, 2018",Georgia,Albany,500 block of 9th Ave,1,0,,Adult
1105472,"May 1, 2018",Texas,Corpus Christi,204 Blevins Street,1,1,,Adult
1104139,"April 28, 2018",Washington,Pe Ell,500 block of 3rd St,1,0,,Adult
1099223,"April 24, 2018",Texas,Madisonville,101 N May St,1,0,,Adult
1111086,"April 21, 2018",Colorado,Olathe,Traver Trail,1,0,,Adult
1097005,"April 21, 2018",Florida,Deltona,Corrigan Dr,1,0,,Adult
1097002,"April 20, 2018",Indiana,Bedford,811 Constitution Ave,1,0,,Adult
1095311,"April 18, 2018",Tennessee,Englewood,TN 39,1,0,,Adult
